calibration_mode,residual_safety_factor,gate_margin_scale,asset,pfa_target,method,pd_mean,empirical_pfa_mean,empirical_pfa_max,false_alarms_total,background_count_total,n_items
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,1e-05,tpsscs_finished_detector,0.6350959216595494,0.0009445511666346736,0.0052835720612039215,6495,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,3e-05,low_rank_residual_k30,0.5987721546658935,0.0013402571485429055,0.009192804568915493,9216,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,3e-05,raw,0.15240196640730022,5.65676200198519e-05,0.0003358317177792364,389,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,3e-05,tpsscs_finished_detector,0.6858862943978645,0.0013785018195054892,0.009253886326848487,9479,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.0001,low_rank_residual_k30,0.666409106903147,0.0025052572361184324,0.02110374736584919,17227,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.0001,raw,0.20795814347189331,0.00015413989206931148,0.0007479888259628448,1060,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.0001,tpsscs_finished_detector,0.7423571530956755,0.0025372487247349814,0.021134288244815686,17447,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.0003,low_rank_residual_k30,0.7239878116639831,0.0051128614450207215,0.04503252603609932,35158,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.0003,raw,0.2680415385538572,0.00031830802580342575,0.0014807125738448151,2189,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.0003,tpsscs_finished_detector,0.79011713644782,0.005142089946554252,0.04504779647558257,35359,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.001,low_rank_residual_k30,0.7961369418971025,0.012541320010127113,0.10014354213114253,86240,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.001,raw,0.3569554498857991,0.0009562307452415877,0.0038330559076401507,6576,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.001,tpsscs_finished_detector,0.8544042742382313,0.012565458618133133,0.10015881257062578,86406,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.003,low_rank_residual_k30,0.8382547250369429,0.02797951680064105,0.18323000335949668,192403,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.003,raw,0.45712586483435036,0.002708008116244847,0.009403001022729007,18623,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.003,tpsscs_finished_detector,0.8882300769379385,0.028000165208899887,0.18324527379897992,192545,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.01,low_rank_residual_k30,0.8764059605670572,0.06767095280647582,0.32964297712488166,465353,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.01,raw,0.6320794420726498,0.009203130425227003,0.024342195684376098,63290,6877337,105
cross_asset_target_free_conservative,1.0,1.0,simWind_test.mat,0.01,tpsscs_finished_detector,0.9190917938601201,0.0676886926505576,0.3296582475643649,465475,6877337,105
cross_asset_target_free_conservative,1.0,4.0,combined,1e-05,low_rank_residual_k30,0.513331233955522,0.0008391188176972804,0.005222490303270928,11540,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,1e-05,raw,0.12220554283184845,4.544282647510391e-05,0.0004428427450142015,625,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,1e-05,tpsscs_finished_detector,0.6277373183769013,0.0008979399351772772,0.0052835720612039215,12349,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,3e-05,low_rank_residual_k30,0.5613663454079485,0.0011501841367297623,0.009192804568915493,15818,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,3e-05,raw,0.16700412319935337,9.953713382807898e-05,0.0009009559295116513,1369,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,3e-05,tpsscs_finished_detector,0.6657182053330631,0.0012041336142098612,0.009253886326848487,16560,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.0001,low_rank_residual_k30,0.630310375659371,0.001965507611697268,0.02110374736584919,27031,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.0001,raw,0.22923245012073215,0.0002884280544882893,0.0022142137250710076,3967,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.0001,tpsscs_finished_detector,0.7211994515944036,0.0020120405102668107,0.021134288244815686,27671,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.0003,low_rank_residual_k30,0.6888662992191843,0.0036449398383919074,0.04503252603609932,50128,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.0003,raw,0.29418924741081026,0.0006449064626953748,0.004718565800323734,8870,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.0003,tpsscs_finished_detector,0.7694342426176031,0.0036868192339104488,0.04504779647558257,50704,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.001,low_rank_residual_k30,0.7553263807331801,0.008206406809212708,0.10014354213114253,112862,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.001,raw,0.380548245630504,0.001681915118043382,0.009192804568915493,23133,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.001,tpsscs_finished_detector,0.8248135697093334,0.008241887566253134,0.10015881257062578,113350,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.003,low_rank_residual_k30,0.7983688821233255,0.01757990001793424,0.18323000335949668,241778,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.003,raw,0.48396699030234486,0.004224808094696713,0.01727086705555386,58108,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.003,tpsscs_finished_detector,0.858642885895521,0.017609781943423615,0.18324527379897992,242189,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.01,low_rank_residual_k30,0.8479265679755843,0.041924483673523104,0.32964297712488166,576602,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.01,raw,0.6583200235528658,0.012027479069745767,0.03446696089061283,165426,13754674,210
cross_asset_target_free_conservative,1.0,4.0,combined,0.01,tpsscs_finished_detector,0.899521918666112,0.04194934847739126,0.3296582475643649,576944,13754674,210
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,1e-05,low_rank_residual_k30,0.48910183717549605,0.0007757120073590253,0.004153749828199685,5334,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,1e-05,raw,0.13754819506410546,6.514651216398344e-05,0.0004428427450142015,448,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,1e-05,tpsscs_finished_detector,0.620378715094253,0.0008516196158790152,0.004275918940793794,5856,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,3e-05,low_rank_residual_k30,0.5239605361500035,0.0009601111249166191,0.005070018172655498,6602,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,3e-05,raw,0.18160627999140647,0.00014250664763630603,0.0009009559295116513,980,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,3e-05,tpsscs_finished_detector,0.6455501162682619,0.0010300563210733672,0.005176916146175343,7083,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.0001,low_rank_residual_k30,0.594211644415595,0.0014257579872761026,0.007895178901394255,9804,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.0001,raw,0.250506756769571,0.00042271621690726717,0.0022142137250710076,2907,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.0001,tpsscs_finished_detector,0.7000417500931313,0.001486977746324371,0.007986805735839837,10225,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.0003,low_rank_residual_k30,0.6537447867743857,0.002177018231763093,0.012675045431638747,14970,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.0003,raw,0.3203369562677633,0.0009715048995873241,0.004718565800323734,6681,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.0003,tpsscs_finished_detector,0.748751348787386,0.0022316939717923756,0.012766672266084328,15346,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.001,low_rank_residual_k30,0.7145158195692578,0.0038714936082983025,0.023088904498671473,26622,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.001,raw,0.4041410413752089,0.002407599490845176,0.009192804568915493,16557,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.001,tpsscs_finished_detector,0.7952228651804357,0.003918461964898869,0.02319579757505421,26945,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.003,low_rank_residual_k30,0.7584830392097079,0.007180283235227429,0.043581834285190725,49375,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.003,raw,0.5108081157703395,0.005741608073148579,0.01727086705555386,39485,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.003,tpsscs_finished_detector,0.8290556948531036,0.007219544128473072,0.04365818648260697,49645,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.01,low_rank_residual_k30,0.8194471753841114,0.016178014540570374,0.09076749228842806,111249,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.01,raw,0.6845606050330818,0.014851827714264533,0.03446696089061283,102136,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simMed_test.mat,0.01,tpsscs_finished_detector,0.879952043472104,0.01621014975475066,0.09082857404636105,111470,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,1e-05,low_rank_residual_k30,0.537560630735548,0.0009025256280355355,0.005222490303270928,6206,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,1e-05,raw,0.10686289059959145,2.573914078622439e-05,0.00013738570272786945,177,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,1e-05,tpsscs_finished_detector,0.6350959216595494,0.0009442602544755395,0.0052835720612039215,6493,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,3e-05,low_rank_residual_k30,0.5987721546658935,0.0013402571485429055,0.009192804568915493,9216,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,3e-05,raw,0.15240196640730022,5.65676200198519e-05,0.0003358317177792364,389,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,3e-05,tpsscs_finished_detector,0.6858862943978645,0.001378210907346355,0.009253886326848487,9477,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.0001,low_rank_residual_k30,0.666409106903147,0.0025052572361184324,0.02110374736584919,17227,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.0001,raw,0.20795814347189331,0.00015413989206931148,0.0007479888259628448,1060,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.0001,tpsscs_finished_detector,0.7423571530956755,0.002537103274209251,0.021134288244815686,17446,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.0003,low_rank_residual_k30,0.7239878116639831,0.0051128614450207215,0.04503252603609932,35158,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.0003,raw,0.2680415385538572,0.00031830802580342575,0.0014807125738448151,2189,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.0003,tpsscs_finished_detector,0.79011713644782,0.005141944496028522,0.04504779647558257,35358,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.001,low_rank_residual_k30,0.7961369418971025,0.012541320010127113,0.10014354213114253,86240,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.001,raw,0.3569554498857991,0.0009562307452415877,0.0038330559076401507,6576,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.001,tpsscs_finished_detector,0.8544042742382313,0.0125653131676074,0.10015881257062578,86405,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.003,low_rank_residual_k30,0.8382547250369429,0.02797951680064105,0.18323000335949668,192403,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.003,raw,0.45712586483435036,0.002708008116244847,0.009403001022729007,18623,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.003,tpsscs_finished_detector,0.8882300769379385,0.028000019758374156,0.18324527379897992,192544,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.01,low_rank_residual_k30,0.8764059605670572,0.06767095280647582,0.32964297712488166,465353,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.01,raw,0.6320794420726498,0.009203130425227003,0.024342195684376098,63290,6877337,105
cross_asset_target_free_conservative,1.0,4.0,simWind_test.mat,0.01,tpsscs_finished_detector,0.9190917938601201,0.06768854720003187,0.3296582475643649,465474,6877337,105
cross_asset_target_free_conservative,1.0,16.0,combined,1e-05,low_rank_residual_k30,0.513331233955522,0.0008391188176972804,0.005222490303270928,11540,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,1e-05,raw,0.12220554283184845,4.544282647510391e-05,0.0004428427450142015,625,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,1e-05,tpsscs_finished_detector,0.6270568417692063,0.0008953952859188802,0.0052835720612039215,12314,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,3e-05,low_rank_residual_k30,0.5613663454079485,0.0011501841367297623,0.009192804568915493,15818,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,3e-05,raw,0.16700412319935337,9.953713382807898e-05,0.0009009559295116513,1369,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,3e-05,tpsscs_finished_detector,0.6653551890428285,0.0012016616668974768,0.009253886326848487,16526,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.0001,low_rank_residual_k30,0.630310375659371,0.001965507611697268,0.02110374736584919,27031,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.0001,raw,0.22923245012073215,0.0002884280544882893,0.0022142137250710076,3967,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.0001,tpsscs_finished_detector,0.7210253706625958,0.0020099321315275136,0.021134288244815686,27642,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.0003,low_rank_residual_k30,0.6888662992191843,0.0036449398383919074,0.04503252603609932,50128,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.0003,raw,0.29418924741081026,0.0006449064626953748,0.004718565800323734,8870,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.0003,tpsscs_finished_detector,0.7693535323674012,0.0036849289554613893,0.04504779647558257,50678,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.001,low_rank_residual_k30,0.7553263807331801,0.008206406809212708,0.10014354213114253,112862,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.001,raw,0.380548245630504,0.001681915118043382,0.009192804568915493,23133,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.001,tpsscs_finished_detector,0.8247328594591317,0.008240215403640677,0.10015881257062578,113327,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.003,low_rank_residual_k30,0.7983688821233255,0.01757990001793424,0.18323000335949668,241778,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.003,raw,0.48396699030234486,0.004224808094696713,0.01727086705555386,58108,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.003,tpsscs_finished_detector,0.858642885895521,0.017608400588599717,0.18324527379897992,242170,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.01,low_rank_residual_k30,0.8479265679755843,0.041924483673523104,0.32964297712488166,576602,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.01,raw,0.6583200235528658,0.012027479069745767,0.03446696089061283,165426,13754674,210
cross_asset_target_free_conservative,1.0,16.0,combined,0.01,tpsscs_finished_detector,0.899521918666112,0.04194833065784463,0.3296582475643649,576930,13754674,210
cross_asset_target_free_conservative,1.0,16.0,simMed_test.mat,1e-05,low_rank_residual_k30,0.48910183717549605,0.0007757120073590253,0.004153749828199685,5334,6877337,105
cross_asset_target_free_conservative,1.0,16.0,simMed_test.mat,1e-05,raw,0.13754819506410546,6.514651216398344e-05,0.0004428427450142015,448,6877337,105
cross_asset_target_free_conservative,1.0,16.0,simMed_test.mat,1e-05,tpsscs_finished_detector,0.619017761878863,0.0008479844429338252,0.004275918940793794,5831,6877337,105
cross_asset_target_free_conservative,1.0,16.0,simMed_test.mat,3e-05,low_rank_residual_k30,0.5239605361500035,0.0009601111249166191,0.005070018172655498,6602,6877337,105
cross_asset_target_free_conservative,1.0,16.0,simMed_test.mat,3e-05,raw,0.18160627999140647,0.00014250664763630603,0.0009009559295116513,980,6877337,105
